,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
7759,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７９號三樓,20.69,住,,,1080721,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8201000,71410,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPPNMLMKLHHGFBH47DA,55.46,0.0,7.23,有,
7760,中壢區,房地(土地+建物),桃園市中壢區龍慈路５５號五樓,18.64,住,,,1090419,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,108.97,2,2,2,有,有,7814000,71708,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQNMLMKLHHGFBH57DA,64.02,0.0,8.64,有,
7761,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６５號六樓,20.72,住,,,1080731,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8245000,71764,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPRNMLMKLHHGFBH67DA,55.56,0.0,7.23,有,
7762,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７３號十四樓,26.38,住,,,1100125,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10691000,72336,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPTNMLMKLHHGFBH87DA,76.89,0.0,7.95,有,
7763,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７１號十四樓,20.38,住,,,1090629,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,118.97999999999999,2,2,1,有,有,8095000,72365,坡道平面,24.86,1284000,預售屋、或土地及建物分件登記案件；,RPUNMLMKLHHGFBH97DA,55.53,0.0,7.23,有,
7764,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８９號十五樓,27.64,住,,,1101110,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,161.62,3,2,2,有,有,11263000,72608,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPVNMLMKLHHGFBH08DA,77.54,0.0,12.24,有,
7765,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路９１號四樓,20.72,住,,,1101123,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8183000,71105,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPXNMLMKLHHGFBH28DA,55.56,0.0,7.23,有,
7766,中壢區,房地(土地+建物),桃園市中壢區龍慈路９１號八樓,16.11,住,,,1071213,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.17,2,2,1,有,有,6784000,72040,,0.0,0,預售屋、或土地及建物分件登記案件；,RPOOMLMKLHHGFBH47DA,55.56,0.0,7.23,有,
7767,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５９號九樓,20.89,住,,,1080510,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,122.09,2,2,1,有,有,8236000,72074,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPPOMLMKLHHGFBH57DA,57.63,0.0,5.79,有,
7768,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６７號十二樓,26.38,住,,,1071225,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10585000,72336,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPQOMLMKLHHGFBH67DA,76.89,0.0,7.95,有,
7769,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７５號十三樓,20.72,住,,,1080306,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8192000,72327,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPROMLMKLHHGFBH77DA,55.56,0.0,7.23,有,
7770,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８１號十三樓,20.72,住,,,1080306,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8192000,72327,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPSOMLMKLHHGFBH87DA,55.56,0.0,7.23,有,
7771,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６９號七樓,20.71,住,,,1100809,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8130000,71706,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPTOMLMKLHHGFBH97DA,55.53,0.0,7.23,有,
7772,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６３號八樓,20.69,住,,,1071219,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8148000,71974,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPUOMLMKLHHGFBH08DA,55.46,0.0,7.23,有,
7773,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７９號十三樓,20.69,住,,,1080127,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8183000,72346,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPVOMLMKLHHGFBH18DA,55.46,0.0,7.23,有,
7774,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８７號十一樓,20.71,住,,,1110122,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8157000,71993,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPWOMLMKLHHGFBH28DA,55.53,0.0,7.23,有,
7775,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５５號十五樓,23.26,住,,,1080311,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,135.95999999999998,2,2,2,有,有,9398000,72591,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPXOMLMKLHHGFBH38DA,64.02,0.0,8.64,有,
7776,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８５號三樓,20.71,住,,,1071207,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8104000,71430,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPOPMLMKLHHGFBH57DA,55.53,0.0,7.23,有,
7783,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７９號九樓,20.69,住,,,1071126,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8254000,71974,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPVNMLOKLHHGFBH28DA,55.46,0.0,7.23,有,
7784,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７１號十二樓,20.71,住,,,1071125,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8192000,72365,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPWNMLOKLHHGFBH38DA,55.53,0.0,7.23,有,
7785,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６５號十四樓,20.72,住,,,1080106,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8298000,72327,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPOOMLOKLHHGFBH67DA,55.56,0.0,7.23,有,
7786,中壢區,房地(土地+建物),桃園市中壢區龍慈路５３號四樓,16.27,住,,,1090721,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,95.11,2,2,1,有,有,6767000,71149,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPOMLOKLHHGFBH77DA,57.63,0.0,5.79,有,
7789,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５７號十三樓,23.26,住,,,1080301,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,135.95999999999998,2,2,2,有,有,9371000,72344,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPUSMLOKLHHGFBH68DA,64.02,0.0,8.64,有,
7790,中壢區,房地(土地+建物),桃園市中壢區龍慈路７１號三樓,16.1,住,,,1080510,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.12,2,2,1,有,有,6723000,71430,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWSMLOKLHHGFBH88DA,55.53,0.0,7.23,有,
7791,中壢區,房地(土地+建物),桃園市中壢區龍慈路５３號二樓,16.19,住,,,1100903,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.64,2,2,1,有,有,6758000,71407,,0.0,0,預售屋、或土地及建物分件登記案件；,RPXSMLOKLHHGFBH98DA,57.63,0.0,5.48,有,
7792,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６３號十二樓,20.69,住,,,1101225,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8289000,72346,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPPSMLOKLHHGFBH18DA,55.46,0.0,7.23,有,
7793,中壢區,房地(土地+建物),桃園市中壢區龍慈路５１號八樓,16.18,住,,,1080903,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.55,2,2,1,有,有,6811000,72036,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSSMLOKLHHGFBH48DA,55.82,0.0,7.23,有,
7794,中壢區,房地(土地+建物),桃園市中壢區龍慈路６１號三樓,158.08,住,,,1090706,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,92.4,2,2,1,有,有,6600000,71429,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPTMLOKLHHGFBH28DA,57.86,0.0,3.75,有,
7795,中壢區,房地(土地+建物),桃園市中壢區龍慈路７５號十四樓,16.11,住,,,1101212,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.17,2,2,1,有,有,6811000,72327,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSTMLOKLHHGFBH58DA,55.56,0.0,7.23,有,
7796,中壢區,房地(土地+建物),桃園市中壢區龍慈路８５號二樓,16.1,住,,,1080601,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.12,2,2,1,有,有,6723000,71430,,0.0,0,預售屋、或土地及建物分件登記案件；,RPVTMLOKLHHGFBH88DA,55.53,0.0,7.23,有,
7798,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８３號四樓,27.31,住,,,1080227,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,159.5,3,2,2,有,有,10858000,71108,坡道平面,24.86,1284000,預售屋、或土地及建物分件登記案件；,RPTQMLOKLHHGFBH38DA,77.54,0.0,12.24,有,
7799,中壢區,房地(土地+建物),桃園市中壢區龍慈路８５號十三樓,16.1,住,,,1080413,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.12,2,2,1,有,有,6811000,72365,,0.0,0,預售屋、或土地及建物分件登記案件；,RPUQMLOKLHHGFBH48DA,55.53,0.0,7.23,有,
7800,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８３號十四樓,27.64,住,,,1080408,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,161.62,3,2,2,有,有,11122000,72348,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPWQMLOKLHHGFBH68DA,77.54,0.0,12.24,有,
7801,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７７號八樓,20.69,住,,,1071215,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8148000,71974,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPORMLOKLHHGFBH97DA,55.46,0.0,7.23,有,
7802,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７９號十一樓,20.36,住,,,1080114,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,118.88,2,2,1,有,有,8051000,71974,坡道平面,24.86,1284000,預售屋、或土地及建物分件登記案件；,RPXRMLPKLHHGFBH98DA,55.46,0.0,7.23,有,
7803,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６７號三樓,26.38,住,,,1080513,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10568000,71369,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPOSMLPKLHHGFBH18DA,76.89,0.0,7.95,有,
7804,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７３號三樓,26.38,住,,,1080513,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10568000,71369,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPPSMLPKLHHGFBH28DA,76.89,0.0,7.95,有,
7805,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７７號五樓,20.69,住,,,1071126,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8227000,71687,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPQSMLPKLHHGFBH38DA,55.46,0.0,7.23,有,
7806,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６５號九樓,20.72,住,,,1071226,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8165000,72040,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPRSMLPKLHHGFBH48DA,55.56,0.0,7.23,有,
7807,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５１號十一樓,20.79,住,,,1100418,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.53,2,2,1,有,有,8298000,72036,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPSSMLPKLHHGFBH58DA,55.82,0.0,7.23,有,
7808,中壢區,房地(土地+建物),桃園市中壢區龍慈路８１號二樓,16.02,住,,,1090226,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,93.63,2,2,1,有,有,6688000,71430,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTSMLPKLHHGFBH68DA,55.56,0.0,6.87,有,
7809,中壢區,房地(土地+建物),桃園市中壢區龍慈路８１號四樓,16.11,住,,,1090221,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.17,2,2,1,有,有,6696000,71105,,0.0,0,預售屋、或土地及建物分件登記案件；,RPUSMLPKLHHGFBH78DA,55.56,0.0,7.23,有,
7810,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７３號七樓,26.38,住,,,1071127,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10506000,71715,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPVSMLPKLHHGFBH88DA,76.89,0.0,7.95,有,
7811,中壢區,房地(土地+建物),桃園市中壢區龍慈路７５號十二樓,16.11,住,,,1071211,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.17,2,2,1,有,有,6811000,72327,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWSMLPKLHHGFBH98DA,55.56,0.0,7.23,有,
7812,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８７號八樓,20.71,住,,,1071228,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8157000,71993,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPOUMLOKLHHGFBH28DA,55.53,0.0,7.23,有,
7813,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６７號十四樓,26.38,住,,,1071230,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10585000,72336,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPPUMLOKLHHGFBH38DA,76.89,0.0,7.95,有,
7814,中壢區,房地(土地+建物),桃園市中壢區龍慈路５９號十五樓,14.37,住,,,1091208,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,83.94999999999999,2,2,2,有,有,6151000,73270,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQUMLOKLHHGFBH48DA,47.58,0.0,8.4,有,
7815,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７１號六樓,20.71,住,,,1071216,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8236000,71706,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPRUMLOKLHHGFBH58DA,55.53,0.0,7.23,有,
7816,中壢區,房地(土地+建物),桃園市中壢區龍慈路５５號十一樓,18.64,住,,,1071225,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,108.97,2,2,2,有,有,7849000,72029,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTUMLOKLHHGFBH78DA,64.02,0.0,8.64,有,
7817,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７７號十二樓,20.69,住,,,1071127,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8183000,72346,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPUUMLOKLHHGFBH88DA,55.46,0.0,7.23,有,
7818,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８７號五樓,20.71,住,,,1080514,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8236000,71706,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPVUMLOKLHHGFBH98DA,55.53,0.0,7.23,有,
7819,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７５號六樓,20.72,住,,,1080104,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8139000,71764,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPWUMLOKLHHGFBH09DA,55.56,0.0,7.23,有,
7820,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８３號九樓,27.31,住,,,1071205,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,159.5,3,2,2,有,有,11078000,72022,坡道平面,24.86,1381000,預售屋、或土地及建物分件登記案件；,RPXUMLOKLHHGFBH56DA,77.54,0.0,12.24,有,
7821,中壢區,房地(土地+建物),桃園市中壢區龍慈路６９號十樓,16.1,住,,,1080313,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.12,2,2,1,有,有,6776000,71993,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPVMLOKLHHGFBH48DA,55.53,0.0,7.23,有,
7822,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７９號五樓,20.69,住,,,1080222,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8121000,71687,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPPRMLPKLHHGFBH18DA,55.46,0.0,7.23,有,
7824,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６７號五樓,26.38,住,,,1110111,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10612000,71715,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPQTMLPKLHHGFBH48DA,76.89,0.0,7.95,有,
7825,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６５號八樓,20.72,住,,,1071215,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8165000,72040,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPRTMLPKLHHGFBH58DA,55.56,0.0,7.23,有,
7826,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６１號七樓,20.42,住,,,1080706,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,119.38,2,2,1,有,有,8113000,71710,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPSTMLPKLHHGFBH68DA,57.86,0.0,3.75,有,
7827,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７９號十四樓,23.14,住,,,1100412,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,135.19,2,2,1,有,有,8386000,72346,坡道平面,41.17,1584000,預售屋、或土地及建物分件登記案件；,RPTTMLPKLHHGFBH78DA,55.46,0.0,7.23,有,
7828,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７９號四樓,20.69,住,,,1080323,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8069000,71134,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPRNMLQKLHHGFBH08DA,55.46,0.0,7.23,有,
7829,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７５號三樓,20.72,住,,,1080904,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8104000,71392,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPVNMLQKLHHGFBH48DA,55.56,0.0,7.23,有,
7830,中壢區,房地(土地+建物),桃園市中壢區龍慈路６３號四樓,16.08,住,,,1071230,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.02,2,2,1,有,有,6688000,71134,,0.0,0,預售屋、或土地及建物分件登記案件；,RPXNMLQKLHHGFBH68DA,55.46,0.0,7.23,有,
7832,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８５號五樓,20.71,住,,,1080407,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8130000,71706,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPQOMLQKLHHGFBH08DA,55.53,0.0,7.23,有,
7833,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７７號七樓,20.69,住,,,1100817,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8121000,71687,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPROMLQKLHHGFBH18DA,55.46,0.0,7.23,有,
7834,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７９號八樓,20.69,住,,,1080128,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8254000,71974,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPTOMLQKLHHGFBH38DA,55.46,0.0,7.23,有,
7835,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７１號十五樓,20.71,住,,,1071128,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8218000,72641,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPPPMLQKLHHGFBH08DA,55.53,0.0,7.23,有,
7836,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路５３號十一樓,20.89,住,,,1080703,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,122.09,2,2,1,有,有,8342000,72074,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPPTMLQKLHHGFBH48DA,57.63,0.0,5.79,有,
7837,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７９號十二樓,20.69,住,,,1071230,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8289000,72346,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPRTMLQKLHHGFBH68DA,55.46,0.0,7.23,有,
7838,中壢區,房地(土地+建物),桃園市中壢區龍慈路６９號十一樓,16.1,住,,,1090901,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.12,2,2,1,有,有,6776000,71993,,0.0,0,預售屋、或土地及建物分件登記案件；,RPSTMLQKLHHGFBH78DA,55.53,0.0,7.23,有,
7839,中壢區,房地(土地+建物),桃園市中壢區龍慈路５５號十四樓,18.64,住,,,1071127,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,108.97,2,2,2,有,有,7884000,72350,,0.0,0,預售屋、或土地及建物分件登記案件；,RPUTMLQKLHHGFBH98DA,64.02,0.0,8.64,有,
7840,中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７３號十三樓,26.38,住,,,1071124,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10691000,72336,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPVTMLQKLHHGFBH09DA,76.89,0.0,7.95,有,
